"","x","y","Animal","Month","Year"
"1946",-61.79537,-64.4049,131132,"May",2016
"1947",-61.74283,-64.41468,131132,"May",2016
"1948",-61.713,-64.40231,131132,"May",2016
"1949",-61.71155,-64.40159,131132,"May",2016
"1950",-61.70438,-64.40051,131132,"May",2016
"1951",-61.62575,-64.38158,131132,"May",2016
"1952",-61.61259,-64.39574,131132,"May",2016
"1953",-61.61309,-64.39436,131132,"May",2016
"1954",-61.64266,-64.39458,131132,"May",2016
"1955",-61.62595,-64.33033,131132,"May",2016
"1956",-61.62527,-64.33029,131132,"May",2016
"1957",-61.58961,-64.30019,131132,"May",2016
"1958",-61.62878,-64.31437,131132,"May",2016
"1959",-61.62679,-64.3211,131132,"May",2016
"1960",-61.58585,-64.3072,131132,"May",2016
"1961",-61.63409,-64.30843,131132,"May",2016
"1962",-61.62038,-64.30666,131132,"May",2016
"1963",-61.64907,-64.29873,131132,"May",2016
"1964",-61.6599,-64.31628,131132,"May",2016
"1965",-61.70247,-64.3243,131132,"May",2016
"1966",-61.70651,-64.31934,131132,"May",2016
"1967",-61.6634,-64.32391,131132,"May",2016
"1968",-61.66515,-64.32246,131132,"May",2016
"1969",-61.62682,-64.31342,131132,"May",2016
"1970",-61.62817,-64.31364,131132,"May",2016
"1971",-61.59335,-64.31127,131132,"May",2016
"1972",-61.59339,-64.31127,131132,"May",2016
"1973",-61.66023,-64.31954,131132,"May",2016
"1974",-61.56491,-64.26185,131132,"May",2016
"1975",-61.71466,-64.29143,131132,"May",2016
"1976",-61.60494,-64.26171,131132,"May",2016
"1977",-61.59542,-64.26387,131132,"May",2016
"1978",-61.59612,-64.26324,131132,"May",2016
"1979",-61.58477,-64.22542,131132,"May",2016
"1980",-61.55245,-64.22487,131132,"May",2016
"1981",-61.51231,-64.13364,131132,"May",2016
"1982",-61.49662,-64.12482,131132,"May",2016
"1983",-61.494,-64.10008,131132,"May",2016
"1984",-61.48207,-64.08747,131132,"May",2016
"1985",-61.4955,-64.07569,131132,"May",2016
"1986",-61.49702,-64.04854,131132,"May",2016
"1987",-61.50264,-64.04719,131132,"May",2016
"1988",-61.48321,-64.01546,131132,"May",2016
"1989",-61.51055,-63.94219,131132,"May",2016
"1990",-61.51642,-63.96346,131132,"May",2016
"1991",-61.53715,-63.9587,131132,"May",2016
"1992",-61.53383,-63.95189,131132,"May",2016
"1993",-61.5225,-63.95444,131132,"May",2016
"1994",-61.50757,-63.96595,131132,"May",2016
"1995",-61.53984,-63.98223,131132,"May",2016
"1996",-61.58022,-63.9674,131132,"May",2016
"1997",-61.81022,-63.94689,131132,"May",2016
"1998",-61.59044,-63.98884,131132,"May",2016
"1999",-61.49651,-64.07142,131132,"May",2016
"2000",-61.55014,-64.08996,131132,"May",2016
"2001",-61.51989,-64.09731,131132,"May",2016
"2002",-61.51556,-64.09972,131132,"May",2016
"2003",-61.58267,-64.13558,131132,"May",2016
"2004",-61.62742,-64.15165,131132,"May",2016
"2005",-61.60891,-64.15094,131132,"May",2016
"2006",-61.60187,-64.15251,131132,"May",2016
"2007",-61.63705,-64.18335,131132,"May",2016
"2008",-61.68996,-64.19678,131132,"May",2016
"2009",-61.73714,-64.20114,131132,"May",2016
"2010",-61.74162,-64.20156,131132,"May",2016
"2011",-61.74535,-64.2051,131132,"May",2016
"2012",-61.75601,-64.20599,131132,"May",2016
"2013",-61.79018,-64.22232,131132,"May",2016
"2014",-61.82759,-64.2362,131132,"May",2016
"2015",-61.8315,-64.23811,131132,"May",2016
"2016",-61.83921,-64.24038,131132,"May",2016
"2017",-61.93888,-64.23912,131132,"May",2016
"2018",-61.87908,-64.21917,131132,"May",2016
"2019",-61.87179,-64.21861,131132,"May",2016
"2020",-61.87832,-64.22056,131132,"May",2016
"2021",-61.90909,-64.21555,131132,"May",2016
"2022",-61.80778,-64.12917,131132,"May",2016
"2023",-61.81197,-64.12688,131132,"May",2016
"2024",-61.81898,-64.0814,131132,"May",2016
"2025",-61.79196,-64.05068,131132,"May",2016
"2026",-61.77893,-64.04027,131132,"May",2016
"2027",-61.81292,-64.00474,131132,"May",2016
"2028",-61.81309,-64.005,131132,"May",2016
"2029",-61.8141,-63.98434,131132,"May",2016
"2030",-61.83123,-63.94474,131132,"May",2016
"2031",-61.87145,-63.93516,131132,"May",2016
"2032",-61.92567,-63.90254,131132,"May",2016
"2033",-61.97621,-63.9157,131132,"May",2016
"2034",-61.99408,-63.89651,131132,"May",2016
"2035",-62.00417,-63.88659,131132,"May",2016
"2036",-62.00418,-63.88661,131132,"May",2016
"2037",-62.05712,-63.84867,131132,"May",2016
"2038",-62.12916,-63.85003,131132,"May",2016
"2039",-62.24722,-63.84235,131132,"May",2016
"2040",-62.33724,-63.83226,131132,"May",2016
"2041",-62.34518,-63.86727,131132,"May",2016
"2042",-62.41827,-63.88642,131132,"May",2016
"2043",-62.42243,-63.86196,131132,"May",2016
"2044",-62.47603,-63.86491,131132,"May",2016
"2045",-62.48153,-63.88013,131132,"May",2016
"2046",-62.52869,-63.87448,131132,"May",2016
"2047",-62.45752,-63.88611,131132,"May",2016
"2048",-62.46337,-63.88347,131132,"May",2016
"2049",-62.3925,-63.88042,131132,"May",2016
"2050",-62.41041,-63.85836,131132,"May",2016
"2051",-62.37481,-63.85899,131132,"May",2016
"2052",-62.38263,-63.85577,131132,"May",2016
"2053",-62.38677,-63.86827,131132,"May",2016
"2054",-62.43776,-63.84475,131132,"May",2016
"2055",-62.37324,-63.85525,131132,"May",2016
"2056",-62.39566,-63.85644,131132,"May",2016
"2057",-62.39608,-63.85766,131132,"May",2016
"2058",-62.39833,-63.86546,131132,"May",2016
"2059",-62.402,-63.86813,131132,"May",2016
"2060",-62.40784,-63.87056,131132,"May",2016
"2061",-62.3837,-63.87586,131132,"May",2016
"2062",-62.39077,-63.8778,131132,"May",2016
"2063",-62.35014,-63.84043,131132,"May",2016
"2064",-62.33227,-63.80117,131132,"May",2016
"2065",-62.33995,-63.80567,131132,"May",2016
"2066",-62.35835,-63.81192,131132,"May",2016
"2067",-62.34923,-63.82204,131132,"May",2016
"2068",-62.24692,-63.84228,131132,"May",2016
"2069",-62.28915,-63.84122,131132,"May",2016
"2070",-62.25376,-63.84341,131132,"May",2016
"2071",-62.26816,-63.84179,131132,"May",2016
"2072",-62.27161,-63.84186,131132,"May",2016
"2073",-62.28074,-63.82863,131132,"May",2016
"2074",-62.27775,-63.8253,131132,"May",2016
"2075",-62.27535,-63.82449,131132,"May",2016
"2076",-62.27585,-63.82672,131132,"May",2016
"2077",-62.28054,-63.82832,131132,"May",2016
"2078",-62.29165,-63.83382,131132,"May",2016
"2079",-62.28164,-63.82615,131132,"May",2016
"2080",-62.23265,-63.81281,131132,"May",2016
"2081",-62.21112,-63.8444,131132,"May",2016
"2082",-62.25515,-63.81841,131132,"May",2016
"2083",-62.25944,-63.81898,131132,"May",2016
"2084",-62.21343,-63.81884,131132,"May",2016
"2085",-62.16096,-63.81966,131132,"May",2016
"2086",-62.22769,-63.83779,131132,"May",2016
"2087",-62.23967,-63.83747,131132,"May",2016
"2088",-62.16877,-63.8145,131132,"May",2016
"2089",-62.10871,-63.83817,131132,"May",2016
"2090",-62.07165,-63.85595,131132,"May",2016
"2091",-62.20674,-63.87159,131132,"May",2016
"2092",-62.23578,-63.89109,131132,"May",2016
"2093",-62.18555,-63.85346,131132,"May",2016
"2094",-62.21103,-63.83422,131132,"May",2016
"2095",-62.24233,-63.84788,131132,"May",2016
"2096",-62.16636,-63.83609,131132,"May",2016
"2097",-62.21266,-63.82697,131132,"May",2016
"2098",-62.21618,-63.82568,131132,"May",2016
"2099",-62.21795,-63.82398,131132,"May",2016
"2100",-62.13982,-63.84828,131132,"May",2016
"2101",-62.19303,-63.8173,131132,"May",2016
"2102",-62.16732,-63.82188,131132,"May",2016
"2103",-62.14815,-63.82707,131132,"May",2016
"2104",-62.15452,-63.82495,131132,"May",2016
"2105",-62.13079,-63.83413,131132,"May",2016
"2106",-62.12575,-63.83364,131132,"May",2016
"2107",-62.09323,-63.85458,131132,"May",2016
"2108",-62.01951,-63.83083,131132,"May",2016
"2109",-61.99614,-63.83261,131132,"May",2016
"2110",-61.89979,-63.85068,131132,"May",2016
"2111",-61.95174,-63.83811,131132,"May",2016
"2112",-62.03079,-63.83855,131132,"May",2016
"2113",-62.16264,-63.84914,131132,"May",2016
"2114",-62.18535,-63.88,131132,"May",2016
"2115",-62.22472,-63.85626,131132,"May",2016
"2116",-62.20913,-63.87158,131132,"May",2016
"2117",-62.18791,-63.88504,131132,"May",2016
"2118",-62.23123,-63.94975,131132,"May",2016
"2119",-62.2854,-63.88094,131132,"May",2016
"2120",-62.31538,-63.87586,131132,"May",2016
"2121",-62.33724,-63.86533,131132,"May",2016
"2122",-62.32929,-63.87448,131132,"May",2016
"2123",-62.33991,-63.87911,131132,"May",2016
"2124",-62.34674,-63.90489,131132,"May",2016
"2125",-62.31287,-63.90652,131132,"May",2016
"2126",-62.26093,-63.88085,131132,"May",2016
"2127",-62.3103,-63.8771,131132,"May",2016
"2128",-62.32807,-63.8776,131132,"May",2016
"2129",-62.34153,-63.88485,131132,"May",2016
"2130",-62.35513,-63.88253,131132,"May",2016
"2131",-62.34047,-63.88303,131132,"May",2016
"2132",-62.32545,-63.87793,131132,"May",2016
"2133",-62.33149,-63.87661,131132,"May",2016
"2134",-62.27032,-63.89295,131132,"May",2016
"2135",-62.26272,-63.87392,131132,"May",2016
"2136",-62.26049,-63.87835,131132,"May",2016
"2137",-62.26152,-63.88871,131132,"May",2016
"2138",-62.29758,-63.89742,131132,"May",2016
"2139",-62.29856,-63.89798,131132,"May",2016
"2140",-62.29926,-63.89753,131132,"May",2016
"2141",-62.30073,-63.89687,131132,"May",2016
"2142",-62.29015,-63.89981,131132,"May",2016
"2143",-62.329,-63.88687,131132,"May",2016
"2144",-62.34115,-63.88339,131132,"May",2016
"2145",-62.34348,-63.88286,131132,"May",2016
"2146",-62.34476,-63.88033,131132,"May",2016
"2147",-62.33926,-63.87783,131132,"May",2016
"2148",-62.25772,-63.83904,131132,"May",2016
"2149",-62.26443,-63.83753,131132,"May",2016
"2150",-62.28538,-63.82601,131132,"May",2016
"2151",-62.29012,-63.82978,131132,"May",2016
"2152",-62.29002,-63.8264,131132,"May",2016
"2153",-62.30434,-63.81527,131132,"May",2016
"2154",-62.30593,-63.83838,131132,"May",2016
"2155",-62.29236,-63.81681,131132,"May",2016
"2156",-62.28725,-63.8171,131132,"May",2016
"2157",-62.29226,-63.80644,131132,"May",2016
"2158",-62.28574,-63.78659,131132,"May",2016
"2159",-62.29742,-63.80518,131132,"May",2016
"2160",-62.33018,-63.80003,131132,"May",2016
"2161",-62.30809,-63.79861,131132,"May",2016
"2162",-62.31912,-63.79774,131132,"May",2016
"2163",-62.32472,-63.80208,131132,"May",2016
"2164",-62.33179,-63.79163,131132,"May",2016
"2165",-62.34414,-63.78946,131132,"May",2016
"2166",-62.34159,-63.78862,131132,"May",2016
"2167",-62.33788,-63.781,131132,"May",2016
"2168",-62.39407,-63.78317,131132,"May",2016
"2169",-62.35659,-63.77804,131132,"May",2016
"2170",-62.33153,-63.7881,131132,"May",2016
"2171",-62.35086,-63.79207,131132,"May",2016
"2172",-62.51754,-63.68493,131132,"May",2016
"2173",-62.51164,-63.69385,131132,"May",2016
"2174",-62.6063,-63.66038,131132,"May",2016
"2175",-62.25528,-63.72677,131132,"May",2016
"2176",-62.39132,-63.79522,131132,"May",2016
"2177",-62.35628,-63.81005,131132,"May",2016
"2178",-62.34851,-63.80882,131132,"May",2016
"2179",-62.33071,-63.80817,131132,"May",2016
"2180",-62.30408,-63.82561,131132,"May",2016
"2181",-62.31064,-63.81939,131132,"May",2016
"2182",-62.28382,-63.82418,131132,"May",2016
"2183",-62.22061,-63.80993,131132,"May",2016
"2184",-62.23676,-63.79518,131132,"May",2016
"2185",-62.20478,-63.78531,131132,"May",2016
"2186",-62.20257,-63.78791,131132,"May",2016
"2187",-62.20945,-63.78825,131132,"May",2016
"2188",-62.21278,-63.78921,131132,"May",2016
"2189",-62.18987,-63.79581,131132,"May",2016
"2190",-62.20111,-63.7796,131132,"May",2016
"2191",-62.29553,-63.80431,131132,"May",2016
"2192",-62.30206,-63.80109,131132,"May",2016
"2193",-62.28612,-63.79614,131132,"May",2016
"2194",-62.25825,-63.80053,131132,"May",2016
"2195",-62.26634,-63.81002,131132,"May",2016
"2196",-62.25464,-63.78033,131132,"May",2016
"2197",-62.2528,-63.7824,131132,"May",2016
"2198",-62.23602,-63.78791,131132,"May",2016
"2199",-62.24825,-63.7894,131132,"May",2016
"2200",-62.24741,-63.78323,131132,"May",2016
"2201",-62.24326,-63.78148,131132,"May",2016
"2202",-62.21345,-63.76018,131132,"May",2016
"2203",-62.24902,-63.77874,131132,"May",2016
"2204",-62.25292,-63.77664,131132,"May",2016
"2205",-62.23552,-63.77595,131132,"May",2016
"2206",-62.18729,-63.76712,131132,"May",2016
"2207",-62.22386,-63.75356,131132,"May",2016
"2208",-62.22845,-63.74055,131132,"May",2016
"2209",-62.23829,-63.74269,131132,"May",2016
"2210",-62.31627,-63.74731,131132,"May",2016
"2211",-62.33784,-63.74952,131132,"May",2016
"2212",-62.29083,-63.82578,131132,"May",2016
"2213",-62.2145,-63.84165,131132,"May",2016
"2214",-62.27538,-63.83976,131132,"May",2016
"2215",-62.28693,-63.84236,131132,"May",2016
"2216",-62.27946,-63.84276,131132,"May",2016
"2217",-62.33338,-63.84015,131132,"May",2016
"2218",-62.2879,-63.84513,131132,"May",2016
"2219",-62.27142,-63.83949,131132,"May",2016
"2220",-62.27566,-63.83846,131132,"May",2016
"2221",-62.24853,-63.83006,131132,"May",2016
"2222",-62.23569,-63.80266,131132,"May",2016
"2223",-62.27475,-63.79966,131132,"May",2016
"2224",-62.27638,-63.80015,131132,"May",2016
"2225",-62.36539,-63.80445,131132,"May",2016
"2226",-62.38508,-63.80405,131132,"May",2016
"2227",-62.38907,-63.8045,131132,"May",2016
"2228",-62.45572,-63.80855,131132,"May",2016
"2229",-62.49136,-63.79125,131132,"May",2016
"2230",-62.48791,-63.78504,131132,"May",2016
"2231",-62.49274,-63.78706,131132,"May",2016
"2232",-62.53962,-63.7731,131132,"May",2016
"2233",-62.54351,-63.76732,131132,"May",2016
"2234",-62.55486,-63.7613,131132,"May",2016
"2235",-62.61404,-63.76663,131132,"May",2016
"2236",-62.6141,-63.76746,131132,"May",2016
"2237",-62.69783,-63.71379,131132,"May",2016
"2238",-62.70256,-63.71221,131132,"May",2016
"2239",-62.70458,-63.71447,131132,"May",2016
"2240",-62.70578,-63.69687,131132,"May",2016
"2241",-62.72921,-63.68792,131132,"May",2016
"2242",-62.7474,-63.67863,131132,"May",2016
"2243",-62.78685,-63.62887,131132,"May",2016
"2244",-62.80461,-63.62599,131132,"May",2016
"2245",-62.81479,-63.62004,131132,"May",2016
"2246",-63.04028,-63.57743,131132,"May",2016
"2247",-62.98655,-63.56301,131132,"May",2016
"2248",-63.06505,-63.56239,131132,"May",2016
"2249",-63.08432,-63.55037,131132,"May",2016
"2250",-63.12482,-63.54153,131132,"May",2016
"2251",-63.09184,-63.51506,131132,"May",2016
"2252",-63.09271,-63.5126,131132,"May",2016
"2253",-63.12849,-63.47513,131132,"May",2016
"2254",-63.25492,-63.44557,131132,"May",2016
"2255",-63.32592,-63.422,131132,"May",2016
"2256",-63.49439,-63.31055,131132,"May",2016
"2257",-63.47382,-63.3091,131132,"May",2016
"2258",-63.58719,-63.2444,131132,"May",2016
"2259",-63.61761,-63.22069,131132,"May",2016
"2260",-63.68696,-63.18215,131132,"May",2016
"2261",-63.7565,-63.11722,131132,"May",2016
"2262",-63.77051,-63.10845,131132,"May",2016
"2263",-63.80403,-63.08335,131132,"May",2016
"2264",-63.79835,-63.08286,131132,"May",2016
"2265",-63.86387,-63.05103,131132,"May",2016
"2266",-63.8752,-63.056,131132,"May",2016
"2267",-63.9191,-63.01124,131132,"May",2016
"2268",-63.91023,-63.01682,131132,"May",2016
"2269",-63.97017,-62.9758,131132,"May",2016
"2270",-63.93447,-62.95962,131132,"May",2016
"2271",-63.9617,-62.94573,131132,"May",2016
"2272",-63.95116,-62.93986,131132,"May",2016
"2273",-63.95214,-62.94007,131132,"May",2016
"2274",-63.97826,-62.87609,131132,"May",2016
"2275",-63.98355,-62.87176,131132,"May",2016
"2276",-64.0048,-62.87035,131132,"May",2016
"2277",-63.97059,-62.82465,131132,"May",2016
"2278",-64.04974,-62.83142,131132,"May",2016
"2279",-64.07029,-62.78937,131132,"May",2016
"2280",-64.04402,-62.77603,131132,"May",2016
"2281",-64.03032,-62.76774,131132,"May",2016
"2282",-64.08831,-62.6891,131132,"May",2016
"2283",-64.10411,-62.66372,131132,"May",2016
"2284",-63.92345,-62.66089,131132,"May",2016
"2285",-63.98056,-62.62354,131132,"May",2016
"2286",-64.04081,-62.5863,131132,"May",2016
"2287",-64.05637,-62.57213,131132,"May",2016
"2288",-64.06462,-62.56528,131132,"May",2016
"2289",-64.08839,-62.56194,131132,"May",2016
"2290",-64.13594,-62.49662,131132,"May",2016
"2291",-64.15587,-62.47865,131132,"May",2016
"2292",-64.13276,-62.50231,131132,"May",2016
"2293",-64.13566,-62.48581,131132,"May",2016
"2294",-64.21562,-62.42543,131132,"May",2016
"2295",-64.218,-62.41786,131132,"May",2016
"2296",-64.19954,-62.4294,131132,"May",2016
"2297",-64.22456,-62.40845,131132,"May",2016
"2298",-64.30068,-62.34226,131132,"May",2016
"2299",-64.30041,-62.35283,131132,"May",2016
"2300",-64.32666,-62.33018,131132,"May",2016
"2301",-64.34795,-62.30156,131132,"May",2016
"2302",-64.37339,-62.21119,131132,"May",2016
"2303",-64.3206,-62.21629,131132,"May",2016
"2304",-64.40152,-62.10213,131132,"May",2016
"2305",-64.39543,-62.13367,131132,"May",2016
"2306",-64.38497,-62.06288,131132,"May",2016
"2307",-64.48876,-62.02611,131132,"May",2016
"2308",-64.50009,-61.98126,131132,"May",2016
"2309",-64.59725,-61.8861,131132,"May",2016
"2310",-64.83879,-61.6809,131132,"May",2016
"2311",-64.78261,-61.6429,131132,"May",2016
"2312",-64.78331,-61.64035,131132,"May",2016
"2313",-64.82925,-61.61222,131132,"May",2016
"2314",-64.87926,-61.56801,131132,"May",2016
"2315",-64.88246,-61.57002,131132,"May",2016
"2316",-64.8621,-61.55612,131132,"May",2016
"2317",-64.87181,-61.54775,131132,"May",2016
"2318",-64.90494,-61.51289,131132,"May",2016
"2319",-64.94964,-61.46091,131132,"May",2016
"2320",-64.92056,-61.47099,131132,"May",2016
"2321",-64.94551,-61.46952,131132,"May",2016
"2322",-64.94968,-61.46943,131132,"May",2016
"2323",-64.92725,-61.38677,131132,"May",2016
"2324",-64.89105,-61.37762,131132,"May",2016
"2325",-64.88033,-61.37492,131132,"May",2016
"2326",-64.90996,-61.2801,131132,"May",2016
"2327",-64.90388,-61.27159,131132,"May",2016
"2328",-64.91059,-61.27605,131132,"May",2016
"2329",-64.92469,-61.26265,131132,"May",2016
"2330",-64.94657,-61.20132,131132,"May",2016
"2331",-64.95453,-61.20787,131132,"May",2016
"2332",-64.99184,-61.18493,131132,"May",2016
"2333",-65.00601,-61.17125,131132,"May",2016
"2334",-65.002,-61.18169,131132,"May",2016
"2335",-65.04288,-61.08155,131132,"May",2016
"2336",-65.0387,-61.09096,131132,"May",2016
"2337",-65.05907,-61.02946,131132,"May",2016
"2338",-65.08108,-61.03332,131132,"May",2016
"2339",-65.14051,-61.01418,131132,"May",2016
"2340",-65.14829,-60.99671,131132,"May",2016
"2341",-65.15387,-60.95371,131132,"May",2016
"2342",-65.21481,-60.92158,131132,"May",2016
"2343",-65.38238,-60.74443,131132,"May",2016
"2344",-65.4565,-60.66773,131132,"May",2016
"2345",-65.45721,-60.6707,131132,"May",2016
"2346",-65.62176,-60.51388,131132,"May",2016
"2347",-65.68628,-60.5082,131132,"May",2016
"2348",-65.70235,-60.51162,131132,"May",2016
"2349",-65.69618,-60.50522,131132,"May",2016
"2350",-65.76687,-60.4463,131132,"May",2016
"2351",-65.78269,-60.43004,131132,"May",2016
"2352",-65.86351,-60.32048,131132,"May",2016
"2353",-65.92455,-60.26243,131132,"May",2016
"2354",-65.896,-60.25509,131132,"May",2016
"2355",-65.91313,-60.24481,131132,"May",2016
"2356",-65.89136,-60.25505,131132,"May",2016
"2357",-65.92227,-60.20831,131132,"May",2016
"2358",-65.939,-60.14497,131132,"May",2016
"2359",-65.99799,-60.15876,131132,"May",2016
"2360",-66.00807,-60.14945,131132,"May",2016
"2361",-66.01564,-60.14224,131132,"May",2016
"2362",-66.05037,-60.11032,131132,"May",2016
"2363",-66.12024,-60.04486,131132,"May",2016
"2364",-66.27653,-59.9985,131132,"May",2016
"2365",-66.2911,-60.00124,131132,"May",2016
"2366",-66.30171,-59.98407,131132,"May",2016
"2367",-66.4069,-59.93795,131132,"May",2016
"2368",-66.39019,-59.94166,131132,"May",2016
"2369",-66.40124,-59.94145,131132,"May",2016
"2370",-66.39136,-59.94274,131132,"May",2016
"2371",-66.57784,-59.86008,131132,"May",2016
"2372",-66.63528,-59.83422,131132,"May",2016
"2373",-66.62756,-59.83064,131132,"May",2016
"2374",-66.67868,-59.79986,131132,"May",2016
"2375",-66.68583,-59.79696,131132,"May",2016
"2376",-66.68293,-59.80077,131132,"May",2016
"2377",-66.70732,-59.74528,131132,"May",2016
"2378",-66.71651,-59.73688,131132,"May",2016
"2379",-66.77577,-59.69367,131132,"May",2016
"2380",-66.91955,-59.61595,131132,"May",2016
"2381",-67.01316,-59.55305,131132,"May",2016
"2382",-67.00685,-59.53749,131132,"May",2016
"2383",-67.011,-59.44149,131132,"May",2016
"2384",-67.00482,-59.43941,131132,"May",2016
"2385",-67.07208,-59.37502,131132,"May",2016
"2386",-67.05395,-59.3477,131132,"May",2016
"2387",-67.01478,-59.32975,131132,"May",2016
"2388",-67.13056,-59.29572,131132,"May",2016
"2389",-67.13303,-59.29419,131132,"May",2016
"2390",-67.12482,-59.2845,131132,"May",2016
"2391",-67.12973,-59.28156,131132,"May",2016
"2392",-67.18863,-59.19027,131132,"May",2016
"2393",-67.17994,-59.18233,131132,"May",2016
"2394",-67.19168,-59.18336,131132,"May",2016
"2395",-67.20566,-59.16854,131132,"May",2016
"2396",-67.20963,-59.15592,131132,"May",2016
"2397",-67.20808,-59.12138,131132,"May",2016
"2398",-67.2522,-59.11855,131132,"May",2016
"2399",-67.24892,-59.11678,131132,"May",2016
"2400",-67.25342,-59.11646,131132,"May",2016
"2401",-67.264,-58.96925,131132,"May",2016
"2402",-67.25518,-58.9649,131132,"May",2016
"2403",-67.25685,-58.96305,131132,"May",2016
"2404",-67.24569,-58.94074,131132,"May",2016
"2405",-67.28763,-58.89116,131132,"May",2016
"2406",-67.28678,-58.88974,131132,"May",2016
"2407",-67.27713,-58.88102,131132,"May",2016
"2408",-67.28916,-58.86168,131132,"May",2016
"2409",-67.2977,-58.84614,131132,"May",2016
"2410",-67.30633,-58.75457,131132,"May",2016
"2411",-67.2901,-58.6938,131132,"May",2016
"2412",-67.31488,-58.68276,131132,"May",2016
"2413",-67.30678,-58.6773,131132,"May",2016
"2414",-67.33256,-58.6413,131132,"May",2016
"2415",-67.32951,-58.6265,131132,"May",2016
"2416",-67.36183,-58.5985,131132,"May",2016
"2417",-67.41276,-58.5365,131132,"May",2016
"2418",-67.42341,-58.52948,131132,"May",2016
"2419",-67.52385,-58.41181,131132,"May",2016
"2420",-67.56772,-58.34986,131132,"May",2016
"2421",-67.49107,-58.32115,131132,"May",2016
"2422",-67.48941,-58.29395,131132,"May",2016
"2423",-67.64216,-57.99202,131132,"May",2016
"2424",-67.63097,-57.96414,131132,"May",2016
"2425",-67.62526,-57.94521,131132,"May",2016
"2426",-67.64521,-57.93683,131132,"May",2016
"2427",-67.66594,-57.89682,131132,"May",2016
"2428",-67.67057,-57.89249,131132,"May",2016
"2429",-67.66595,-57.87162,131132,"May",2016
"2430",-67.67475,-57.85294,131132,"May",2016
"2431",-67.67141,-57.85771,131132,"May",2016
"2432",-67.70138,-57.81281,131132,"May",2016
"2433",-67.75071,-57.73994,131132,"May",2016
"2434",-67.71791,-57.70865,131132,"May",2016
"2435",-67.7091,-57.68327,131132,"May",2016
"2436",-67.71366,-57.63602,131132,"May",2016
"2437",-67.71625,-57.64992,131132,"May",2016
"2438",-67.68718,-57.60248,131132,"May",2016
"2439",-67.73804,-57.63333,131132,"May",2016
"2440",-67.71907,-57.52264,131132,"May",2016
"2441",-67.72596,-57.51597,131132,"May",2016
"2442",-67.72076,-57.50179,131132,"May",2016
"2443",-68.572,-63.439,131133,"April",2016
"2444",-62.278,-64.551,131133,"April",2016
"2445",-62.268,-64.537,131133,"April",2016
"2446",-62.268,-64.537,131133,"April",2016
"2447",-62.262,-64.552,131133,"April",2016
"2448",-62.321,-64.555,131133,"April",2016
"2449",-62.293,-64.557,131133,"April",2016
"2450",-62.296,-64.571,131133,"April",2016
"2451",-62.278,-64.564,131133,"April",2016
"2452",-62.234,-64.583,131133,"April",2016
"2453",-62.175,-64.569,131133,"April",2016
"2454",-62.078,-64.537,131133,"April",2016
"2455",-61.984,-64.539,131133,"April",2016
"2456",-61.911,-64.502,131133,"April",2016
"2457",-61.89,-64.5,131133,"April",2016
"2458",-61.897,-64.49,131133,"April",2016
"2459",-61.887,-64.504,131133,"April",2016
"2460",-61.862,-64.469,131133,"April",2016
"2461",-61.885,-64.472,131133,"April",2016
"2462",-61.794,-64.425,131133,"April",2016
"2463",-61.842,-64.41,131133,"April",2016
"2464",-61.824,-64.404,131133,"April",2016
"2465",-61.809,-64.406,131133,"April",2016
"2466",-61.786,-64.389,131133,"April",2016
"2467",-61.723,-64.377,131133,"April",2016
"2468",-61.696,-64.381,131133,"April",2016
"2469",-61.677,-64.378,131133,"April",2016
"2470",-61.667,-64.384,131133,"April",2016
"2471",-61.69,-64.383,131133,"April",2016
"2472",-61.638,-64.361,131133,"April",2016
"2473",-61.678,-64.374,131133,"April",2016
"2474",-61.704,-64.373,131133,"April",2016
"2475",-61.681,-64.373,131133,"April",2016
"2476",-61.668,-64.362,131133,"April",2016
"2477",-61.681,-64.367,131133,"April",2016
"2478",-61.68,-64.37,131133,"April",2016
"2479",-61.675,-64.35,131133,"April",2016
"2480",-61.713,-64.38,131133,"April",2016
"2481",-61.688,-64.376,131133,"April",2016
"2482",-61.697,-64.38,131133,"April",2016
"2483",-61.659,-64.383,131133,"April",2016
"2484",-61.672,-64.385,131133,"April",2016
"2485",-61.652,-64.384,131133,"April",2016
"2486",-61.655,-64.391,131133,"April",2016
"2487",-61.654,-64.396,131133,"April",2016
"2488",-61.645,-64.39,131133,"April",2016
"2489",-61.706,-64.394,131133,"April",2016
"2490",-61.653,-64.375,131133,"April",2016
"2491",-61.652,-64.374,131133,"April",2016
"2492",-61.676,-64.375,131133,"April",2016
"2493",-61.666,-64.372,131133,"April",2016
"2494",-61.649,-64.366,131133,"April",2016
"2495",-61.667,-64.372,131133,"April",2016
"2496",-61.651,-64.378,131133,"April",2016
"2497",-61.642,-64.372,131133,"April",2016
"2498",-61.64,-64.361,131133,"April",2016
"2499",-61.626,-64.355,131133,"April",2016
"2500",-61.619,-64.352,131133,"April",2016
"2501",-61.528,-64.348,131133,"April",2016
"2502",-61.632,-64.361,131133,"April",2016
"2503",-61.672,-64.373,131133,"April",2016
"2504",-61.654,-64.364,131133,"April",2016
"2505",-61.685,-64.369,131133,"April",2016
"2506",-61.655,-64.389,131133,"April",2016
"2507",-61.651,-64.384,131133,"April",2016
"2508",-61.66,-64.393,131133,"April",2016
"2509",-61.659,-64.394,131133,"April",2016
"2510",-61.634,-64.407,131133,"April",2016
