"","long","lat","order","piece","id","group"
"1",-35.1546824372319,-64.3662334673731,1,"1","0","0.1"
"2",-35.2420365586522,-64.4198238986034,2,"1","0","0.1"
"3",-36.0643861574182,-64.1636022138731,3,"1","0","0.1"
"4",-36.3628685849292,-64.3409024951962,4,"1","0","0.1"
"5",-36.7690248988097,-64.2099736937045,5,"1","0","0.1"
"6",-37.0730733173104,-64.3856883184816,6,"1","0","0.1"
"7",-37.8749836510982,-64.1182880047958,7,"1","0","0.1"
"8",-37.1770700492195,-63.7182565261086,8,"1","0","0.1"
"9",-39.0967205867842,-63.0419472847219,9,"2","0","0.2"
"10",-40.7636052009412,-63.9321910533495,10,"2","0","0.2"
"11",-40.383647906449,-64.0749861759489,11,"2","0","0.2"
"12",-41.3785152958827,-64.5735838771757,12,"2","0","0.2"
"13",-41.7602997038979,-64.4276335504408,13,"2","0","0.2"
"14",-42.1014232007183,-64.5912795730697,14,"2","0","0.2"
"15",-43.9455954964782,-63.8416089472216,15,"2","0","0.2"
"16",-44.2926806314557,-63.9991651735839,16,"2","0","0.2"
"17",-45,-63.6907957736589,17,"2","0","0.2"
"18",-45.3515034398733,-63.8454157435799,18,"2","0","0.2"
"19",-46.04162667601,-63.5315688448967,19,"2","0","0.2"
"20",-46.3971810272964,-63.6832336614095,20,"2","0","0.2"
"21",-46.7357045889284,-63.5240585121536,21,"2","0","0.2"
"22",-47.0952525646238,-63.6737844978361,22,"2","0","0.2"
"23",-47.4292733235,-63.5127975644899,23,"2","0","0.2"
"24",-47.7927023657133,-63.660562151226,24,"2","0","0.2"
"25",-49.0856167799749,-63.0051700729103,25,"2","0","0.2"
"26",-50.954107431165,-63.7087657122597,26,"2","0","0.2"
"27",-51.2634906143345,-63.538142379232,27,"2","0","0.2"
"28",-52.4314079711725,-63.9446143274313,28,"2","0","0.2"
"29",-52.7335980990229,-63.7703477744225,29,"2","0","0.2"
"30",-55.5973351450236,-64.6710828945124,30,"2","0","0.2"
"31",-55.8855270546587,-64.4892290002965,31,"2","0","0.2"
"32",-56.7385712067223,-64.7333487555454,32,"2","0","0.2"
"33",-57.0190024545445,-64.5490295601479,33,"2","0","0.2"
"34",-57.4499965078066,-64.6681221577664,34,"2","0","0.2"
"35",-60.6899929290839,-74.9970471135491,1,"1","1","1.1"
"36",-59.1842942482708,-74.7696504597565,2,"1","1","1.1"
"37",-58.276397042316,-75.1576883174513,3,"1","1","1.1"
"38",-57.5288077091515,-75.0370386595477,4,"1","1","1.1"
"39",-56.0564129802482,-75.6072859132422,5,"1","1","1.1"
"40",-56.8214883406073,-75.7329642794774,6,"1","1","1.1"
"41",-57.3194452566366,-75.54216575091,7,"1","1","1.1"
"42",-58.0918930643468,-75.6636083124693,8,"1","1","1.1"
"43",-30.1137331509824,-76.7178762116706,1,"1","2","2.1"
"44",-31.7989128242944,-76.4835332685329,2,"1","2","2.1"
"45",-31.7989128242944,-76.4835332685329,3,"2","2","2.2"
"46",-32.3196165081802,-76.6765581744427,4,"2","2","2.2"
"47",-33.146995832256,-76.5533922235077,5,"2","2","2.2"
"48",-32.6192430711928,-76.3621718225651,6,"2","2","2.2"
