"","long","lat","order","hole","piece","id","group"
"1",-23.4308260859971,-67.083064585844,1,FALSE,"1","0","0.1"
"2",-23.7283910759525,-67.3473582798394,2,FALSE,"1","0","0.1"
"3",-23.1985905136482,-67.4358516029878,3,FALSE,"1","0","0.1"
"4",-24.3937393861632,-68.4545513407544,4,FALSE,"1","0","0.1"
"5",-22.1451800382233,-68.8072488550741,5,FALSE,"1","0","0.1"
"6",-21.9148663271917,-68.6003417480079,6,FALSE,"1","0","0.1"
"7",-21.3457866490898,-68.6826030220606,7,FALSE,"1","0","0.1"
"8",-22.275897848259,-69.512550539877,8,FALSE,"1","0","0.1"
"9",-22.8645081218997,-69.4266768880716,9,FALSE,"1","0","0.1"
"10",-23.8951614150704,-70.2490757470523,10,FALSE,"1","0","0.1"
"11",-21.4252937980874,-70.5949205607562,11,FALSE,"1","0","0.1"
"12",-21.6746491190241,-70.8037715071061,12,FALSE,"1","0","0.1"
"13",-21.0375110254218,-70.8855782425406,13,FALSE,"1","0","0.1"
"14",-21.8014094863518,-71.5135886433885,14,FALSE,"1","0","0.1"
"15",-21.1398248086577,-71.5959760220551,15,FALSE,"1","0","0.1"
"16",-21.9384804677065,-72.2246887072985,16,FALSE,"1","0","0.1"
"17",-22.6198649480404,-72.139210060469,17,FALSE,"1","0","0.1"
"18",-23.4985656759521,-72.7620068580652,18,FALSE,"1","0","0.1"
"19",-24.1932089872888,-72.6707295323861,19,FALSE,"1","0","0.1"
"20",-24.8293465881496,-73.0817574664181,20,FALSE,"1","0","0.1"
"21",-25.529697990533,-72.9856215267558,21,FALSE,"1","0","0.1"
"22",-26.2113780178315,-73.3924074156143,22,FALSE,"1","0","0.1"
"23",-26.9165546169513,-73.2912816506943,23,FALSE,"1","0","0.1"
"24",-27.2767633831137,-73.4926157244163,24,FALSE,"1","0","0.1"
"25",-27.9794743884801,-73.3877257824096,25,FALSE,"1","0","0.1"
"26",-28.739795291688,-73.7859504311344,26,FALSE,"1","0","0.1"
"27",-29.4454287299256,-73.6758956950853,27,FALSE,"1","0","0.1"
"28",-31.1088088285451,-74.4584725954148,28,FALSE,"1","0","0.1"
"29",-30.3791260113683,-74.5743944394567,29,FALSE,"1","0","0.1"
"30",-30.8157057517292,-74.7696504597565,30,FALSE,"1","0","0.1"
"31",-30.0685828218625,-74.8846247706387,31,FALSE,"1","0","0.1"
"32",-30.5102374061156,-75.0806346769481,32,FALSE,"1","0","0.1"
"33",-29.7448812969422,-75.1946114379421,33,FALSE,"1","0","0.1"
"34",-30.6506679570529,-75.5873555943013,34,FALSE,"1","0","0.1"
"35",-29.8590161649231,-75.7018933533792,35,FALSE,"1","0","0.1"
"36",-31.7989128242944,-76.4835332685329,36,FALSE,"1","0","0.1"
"37",-30.1137331509824,-76.7178762116706,37,FALSE,"1","0","0.1"
"38",-30.6186054089094,-76.914479367095,38,FALSE,"1","0","0.1"
"39",-31.476839349584,-76.7969473484435,39,FALSE,"1","0","0.1"
"40",-32.5500034921934,-77.1835110529088,40,FALSE,"1","0","0.1"
"41",-33.4078245897089,-77.0594033785336,41,FALSE,"1","0","0.1"
"42",-36.4308581201624,-77.9951600099735,42,FALSE,"1","0","0.1"
"43",-38.9909940425055,-77.5761661884881,43,FALSE,"1","0","0.1"
"44",-39.6678411183404,-77.7527036631715,44,FALSE,"1","0","0.1"
"45",-40.4860115419987,-77.6057620408105,45,FALSE,"1","0","0.1"
"46",-43.4088597288054,-78.285296164259,46,FALSE,"1","0","0.1"
"47",-44.2151753970081,-78.1271425211414,47,FALSE,"1","0","0.1"
"48",-45,-78.2897829703295,48,FALSE,"1","0","0.1"
"49",-50.7105931374996,-76.9345083827791,49,FALSE,"1","0","0.1"
"50",-51.4993462796546,-77.0776369533972,50,FALSE,"1","0","0.1"
"51",-52.7335980990229,-76.7178762116706,51,FALSE,"1","0","0.1"
"52",-53.5307656099481,-76.8545815577351,52,FALSE,"1","0","0.1"
"53",-55.2440874464586,-76.299046068162,53,FALSE,"1","0","0.1"
"54",-56.0409401803237,-76.4275288089699,54,FALSE,"1","0","0.1"
"55",-58.5704343851615,-75.470166290169,55,FALSE,"1","0","0.1"
"56",-59.3493320429471,-75.5873555943013,56,FALSE,"1","0","0.1"
"57",-60.2551187030578,-75.1946114379421,57,FALSE,"1","0","0.1"
"58",-61.032339353936,-75.305961493906,58,FALSE,"1","0","0.1"
"59",-62.2814983718167,-74.7065443964204,59,FALSE,"1","0","0.1"
"60",-60.7807533095154,-74.4903025896269,60,FALSE,"1","0","0.1"
"61",-61.1892062570269,-74.2920596811654,61,FALSE,"1","0","0.1"
"62",-60.4612177404419,-74.1815893968923,62,FALSE,"1","0","0.1"
"63",-61.260204708312,-73.7859504311344,63,FALSE,"1","0","0.1"
"64",-60.5545712700744,-73.6758956950853,64,FALSE,"1","0","0.1"
"65",-60.9453959009229,-73.4784852242176,65,FALSE,"1","0","0.1"
"66",-59.5742161980387,-73.2541057012874,66,FALSE,"1","0","0.1"
"67",-60.3501364924244,-72.8628554819988,67,FALSE,"1","0","0.1"
"68",-59.6887867733184,-72.7500069249111,68,FALSE,"1","0","0.1"
"69",-60.4396455353193,-72.3588555894529,69,FALSE,"1","0","0.1"
"70",-59.7967622450574,-72.2464902888943,70,FALSE,"1","0","0.1"
"71",-60.5241109967543,-71.855476526888,71,FALSE,"1","0","0.1"
"72",-59.8986954344003,-71.7435789272194,72,FALSE,"1","0","0.1"
"73",-60.6039471450567,-71.3527391884643,73,FALSE,"1","0","0.1"
"74",-59.995079129176,-71.2412952381539,74,FALSE,"1","0","0.1"
"75",-61.0111774788085,-70.6545348344233,75,FALSE,"1","0","0.1"
"76",-60.4221613187387,-70.5447324142403,76,FALSE,"1","0","0.1"
"77",-61.0735741647464,-70.1532975608894,77,FALSE,"1","0","0.1"
"78",-60.4992753765008,-70.0438932310877,78,FALSE,"1","0","0.1"
"79",-60.8191939475002,-69.8485792238862,79,FALSE,"1","0","0.1"
"80",-60.2551187030578,-69.738424664836,80,FALSE,"1","0","0.1"
"81",-60.5725435968103,-69.5437605654311,81,FALSE,"1","0","0.1"
"82",-60.0183606311507,-69.4328865628545,82,FALSE,"1","0","0.1"
"83",-60.3332847930535,-69.2388633510277,83,FALSE,"1","0","0.1"
"84",-58.7173463183603,-68.8988434678048,84,FALSE,"1","0","0.1"
"85",-59.3493320429471,-68.5160545732814,85,FALSE,"1","0","0.1"
"86",-58.8286509722802,-68.4014817001532,86,FALSE,"1","0","0.1"
"87",-59.1391083116505,-68.2104333260642,87,FALSE,"1","0","0.1"
"88",-59.6567511157604,-68.323902908506,88,FALSE,"1","0","0.1"
"89",-60.5463272730791,-67.7446413053261,89,FALSE,"1","0","0.1"
"90",-60.0378159035822,-67.6343878997087,90,FALSE,"1","0","0.1"
"91",-60.6109885336797,-67.2481173548528,91,FALSE,"1","0","0.1"
"92",-60.113473059576,-67.1382836039779,92,FALSE,"1","0","0.1"
"93",-60.9453959009229,-66.558860895695,93,FALSE,"1","0","0.1"
"94",-60.4612177404419,-66.4504357237912,94,FALSE,"1","0","0.1"
"95",-60.7320047851073,-66.2575036885819,95,FALSE,"1","0","0.1"
"96",-60.2551187030578,-66.1484876997209,96,FALSE,"1","0","0.1"
"97",-60.5241109967543,-65.9561554155276,97,FALSE,"1","0","0.1"
"98",-59.5889187328746,-65.7354672870104,98,FALSE,"1","0","0.1"
"99",-59.8586144479247,-65.5447014291451,99,FALSE,"1","0","0.1"
"100",-58.9457288836472,-65.3199903664077,100,FALSE,"1","0","0.1"
"101",-59.2158534736736,-65.1307738833914,101,FALSE,"1","0","0.1"
"102",-58.768090451483,-65.0172139612772,102,FALSE,"1","0","0.1"
"103",-59.0362434679265,-64.8285640161797,103,FALSE,"1","0","0.1"
"104",-58.594836334075,-64.7145519553675,104,FALSE,"1","0","0.1"
"105",-59.1231869209396,-64.3379847512618,105,FALSE,"1","0","0.1"
"106",-58.2608592041848,-64.1096210698664,106,FALSE,"1","0","0.1"
"107",-57.7243556854224,-64.4823767643886,107,FALSE,"1","0","0.1"
"108",-56.8702645315879,-64.2448143752874,108,FALSE,"1","0","0.1"
"109",-57.144278049567,-64.0605704458519,109,FALSE,"1","0","0.1"
"110",-56.7251120151651,-63.9407910652791,110,FALSE,"1","0","0.1"
"111",-56.9968993079236,-63.7570700544836,111,FALSE,"1","0","0.1"
"112",-56.5834186046871,-63.6369695951865,112,FALSE,"1","0","0.1"
"113",-56.3099324740202,-63.8197320764913,113,FALSE,"1","0","0.1"
"114",-55.08816978339,-63.4490883702301,114,FALSE,"1","0","0.1"
"115",-54.8060927598971,-63.628482157945,115,FALSE,"1","0","0.1"
"116",-54.4053115009569,-63.5015420723193,116,FALSE,"1","0","0.1"
"117",-54.1178627537958,-63.6794535326166,117,FALSE,"1","0","0.1"
"118",-53.3256503304268,-63.4201022627779,118,FALSE,"1","0","0.1"
"119",-53.6156481841641,-63.2441555252197,119,FALSE,"1","0","0.1"
"120",-51.7098368077569,-62.5811813995573,120,FALSE,"1","0","0.1"
"121",-52.0012675574953,-62.4095613588029,121,FALSE,"1","0","0.1"
"122",-51.2674814048493,-62.1389167263942,122,FALSE,"1","0","0.1"
"123",-50.9743232864806,-62.3086034985546,123,FALSE,"1","0","0.1"
"124",-50.6122032293249,-62.1708082289448,124,FALSE,"1","0","0.1"
"125",-50.3145456699448,-62.3389355206138,125,FALSE,"1","0","0.1"
"126",-49.9554489400522,-62.1991917108173,126,FALSE,"1","0","0.1"
"127",-49.6533515872684,-62.3657309558516,127,FALSE,"1","0","0.1"
"128",-49.2973866639417,-62.2240547347295,128,FALSE,"1","0","0.1"
"129",-48.3664606634298,-62.7168329377973,129,FALSE,"1","0","0.1"
"130",-48.0127875041833,-62.571263971593,130,FALSE,"1","0","0.1"
"131",-47.0454084888872,-63.0547970256543,131,FALSE,"1","0","0.1"
"132",-47.4002144608566,-63.2033836988195,132,FALSE,"1","0","0.1"
"133",-46.7357045889284,-63.5240585121536,133,FALSE,"1","0","0.1"
"134",-47.0952525646238,-63.6737844978361,134,FALSE,"1","0","0.1"
"135",-45.3603460633872,-64.4667223119708,135,FALSE,"1","0","0.1"
"136",-46.8476102659946,-65.0774388633551,136,FALSE,"1","0","0.1"
"137",-46.4878675288278,-65.2378310950446,137,FALSE,"1","0","0.1"
"138",-46.8717449652887,-65.3892011260417,138,FALSE,"1","0","0.1"
"139",-46.507435758775,-65.5498353839518,139,FALSE,"1","0","0.1"
"140",-46.8965183032093,-65.7013160769352,140,FALSE,"1","0","0.1"
"141",-44.6048629574925,-66.6527047798348,141,FALSE,"1","0","0.1"
"142",-44.2151753970081,-66.4943829858625,142,FALSE,"1","0","0.1"
"143",-41.7295120768164,-67.4022015939389,143,FALSE,"1","0","0.1"
"144",-41.3477772196937,-67.235884734291,144,FALSE,"1","0","0.1"
"145",-40.0302592718897,-67.6706940470702,145,FALSE,"1","0","0.1"
"146",-39.6569442414248,-67.4999392898198,146,FALSE,"1","0","0.1"
"147",-38.7516283349618,-67.7811454209062,147,FALSE,"1","0","0.1"
"148",-38.3865395176852,-67.6072007432063,148,FALSE,"1","0","0.1"
"149",-37.9264623250386,-67.7446413053261,149,FALSE,"1","0","0.1"
"150",-37.5685920288275,-67.5687476114872,150,FALSE,"1","0","0.1"
"151",-36.6341138759674,-67.8371702934968,151,FALSE,"1","0","0.1"
"152",-36.2852671251388,-67.6582064953817,152,FALSE,"1","0","0.1"
"153",-35.8111639226412,-67.7891394775824,153,FALSE,"1","0","0.1"
"154",-35.4698721674001,-67.6083328169066,154,FALSE,"1","0","0.1"
"155",-34.5085229876684,-67.8635213539683,155,FALSE,"1","0","0.1"
"156",-34.1769887737929,-67.6797807250485,156,FALSE,"1","0","0.1"
"157",-33.6900675259798,-67.8039939685467,157,FALSE,"1","0","0.1"
"158",-33.3663660010596,-67.6185243131414,158,FALSE,"1","0","0.1"
"159",-32.8762617522106,-67.7400829125656,159,FALSE,"1","0","0.1"
"160",-32.5604379811535,-67.55293502203,160,FALSE,"1","0","0.1"
"161",-32.0673916032605,-67.6718296596061,161,FALSE,"1","0","0.1"
"162",-31.4568233575553,-67.2937756924795,162,FALSE,"1","0","0.1"
"163",-30.9637565320735,-67.408927180446,163,FALSE,"1","0","0.1"
"164",-30.6689266497149,-67.2181047614478,164,FALSE,"1","0","0.1"
"165",-30.1735200296443,-67.3305987281096,165,FALSE,"1","0","0.1"
"166",-29.6044507460049,-66.9455449859951,166,FALSE,"1","0","0.1"
"167",-29.1098555568911,-67.0543602973721,167,FALSE,"1","0","0.1"
"168",-28.8355008477431,-66.8602099336279,168,FALSE,"1","0","0.1"
"169",-27.8380811971347,-67.0708972454731,169,FALSE,"1","0","0.1"
"170",-27.5745639596944,-66.8744082594238,170,FALSE,"1","0","0.1"
"171",-26.565051177078,-67.0764124893317,171,FALSE,"1","0","0.1"
"172",-26.3126484947888,-66.8776861658012,172,FALSE,"1","0","0.1"
"173",-25.2920211570213,-67.0708972454731,173,FALSE,"1","0","0.1"
"174",-25.0509778164429,-66.8700385168944,174,FALSE,"1","0","0.1"
"175",-24.5377284765778,-66.9630928214417,175,FALSE,"1","0","0.1"
"176",-24.467739330653,-66.902865471089,176,FALSE,"1","0","0.1"
"177",-23.4308260859971,-67.083064585844,177,FALSE,"1","0","0.1"
"178",-74.8590161649231,-69.8790813798128,1,FALSE,"1","1","1.1"
"179",-74.3318395782475,-70.5275946943857,2,FALSE,"1","1","1.1"
"180",-75.6354175503028,-70.6439223278382,3,FALSE,"1","1","1.1"
"181",-75.4655449194599,-70.8613995484613,4,FALSE,"1","1","1.1"
"182",-74.148071845713,-70.7436611597893,5,FALSE,"1","1","1.1"
"183",-73.9600566939503,-70.9596615608279,6,FALSE,"1","1","1.1"
"184",-76.6397815552355,-71.1878887421049,7,FALSE,"1","1","1.1"
"185",-76.476839349584,-71.4066520577109,8,FALSE,"1","1","1.1"
"186",-77.1643905135986,-71.4579549785546,9,FALSE,"1","1","1.1"
"187",-77.0053832080835,-71.6773523169083,10,FALSE,"1","1","1.1"
"188",-78.4078245897089,-71.7732524479069,11,FALSE,"1","1","1.1"
"189",-78.5506620115,-71.5526387862598,12,FALSE,"1","1","1.1"
"190",-82.7857379607932,-71.7718382559034,13,FALSE,"1","1","1.1"
"191",-82.6942404666892,-71.9953157360147,14,FALSE,"1","1","1.1"
"192",-85.6012946450045,-72.0872665036425,15,FALSE,"1","1","1.1"
"193",-85.6567600483106,-71.8625833993699,16,FALSE,"1","1","1.1"
"194",-90.7252242990592,-71.9124147654877,17,FALSE,"1","1","1.1"
"195",-90.7345210342548,-72.1377650156347,18,FALSE,"1","1","1.1"
"196",-91.1739908723275,-72.1355181833327,19,FALSE,"1","1","1.1"
"197",-90.974205099202,-68.5474063246983,20,FALSE,"1","1","1.1"
"198",-88.172031755695,-68.5397608988467,21,FALSE,"1","1","1.1"
"199",-88.1523897340054,-68.7628123680786,22,FALSE,"1","1","1.1"
"200",-86.9225446005756,-68.7436279233722,23,FALSE,"1","1","1.1"
"201",-86.855042535302,-69.1897442453132,24,FALSE,"1","1","1.1"
"202",-86.2277163906202,-69.1762585390026,25,FALSE,"1","1","1.1"
"203",-86.1859251657096,-69.3993784162941,26,FALSE,"1","1","1.1"
"204",-85.5526151499095,-69.3832659149078,27,FALSE,"1","1","1.1"
"205",-85.5028483853322,-69.6063357802542,28,FALSE,"1","1","1.1"
"206",-84.8636215075723,-69.587541412752,29,FALSE,"1","1","1.1"
"207",-84.8055710922652,-69.8105215242037,30,FALSE,"1","1","1.1"
"208",-84.1605076884826,-69.7889898623487,31,FALSE,"1","1","1.1"
"209",-84.0938588862295,-70.0118383639894,32,FALSE,"1","1","1.1"
"210",-80.2175929681927,-69.8282721301457,33,FALSE,"1","1","1.1"
"211",-80.1060793302646,-70.0490271658768,34,FALSE,"1","1","1.1"
"212",-79.4608162713718,-70.0092763700655,35,FALSE,"1","1","1.1"
"213",-79.5792876032055,-69.7889898623487,36,FALSE,"1","1","1.1"
"214",-78.3106308245608,-69.7031100453587,37,FALSE,"1","1","1.1"
"215",-78.1785116593928,-69.9223784476529,38,FALSE,"1","1","1.1"
"216",-76.2777028668665,-69.7738059554885,39,FALSE,"1","1","1.1"
"217",-76.122470196792,-69.9913523230847,40,FALSE,"1","1","1.1"
"218",-74.8590161649231,-69.8790813798128,41,FALSE,"1","1","1.1"
"219",-67.7509763427876,-68.3098302486681,1,FALSE,"1","10","10.1"
"220",-67.0459134623715,-68.9278581188716,2,FALSE,"1","10","10.1"
