"","long","lat","order","piece","id","group"
"1",-47.0064150097067,-59.4771390905242,1,"1","0","0.1"
"2",-47.0989059332035,-59.5209104003113,2,"1","0","0.1"
"3",-47.3859440303888,-59.3628067116336,3,"1","0","0.1"
"4",-48.0127875041833,-59.6527434782206,4,"1","0","0.1"
"5",-48.2961159725463,-59.4922366117642,5,"1","0","0.1"
"6",-48.9347820563694,-59.7772080545623,6,"1","0","0.1"
"7",-49.4904519211163,-59.4508753201698,7,"1","0","0.1"
"8",-49.8135508937065,-59.5903379025486,8,"1","0","0.1"
"9",-50.0862217096346,-59.4254552443427,9,"1","0","0.1"
"10",-52.4314079711725,-60.3709006691559,10,"1","0","0.1"
"11",-52.6960517220166,-60.1992653075731,11,"1","0","0.1"
"12",-54.1026224882919,-60.7152190426695,12,"1","0","0.1"
"13",-53.8418145601917,-60.8904336935876,13,"1","0","0.1"
"14",-54.9340974703566,-61.2693759215382,14,"1","0","0.1"
"15",-55.1915018500277,-61.091475078755,15,"1","0","0.1"
"16",-56.3099324740202,-61.4580375635008,16,"1","0","0.1"
"17",-56.5601307942178,-61.277065592322,17,"1","0","0.1"
"18",-57.3194452566366,-61.5140569521171,18,"1","0","0.1"
"19",-58.041890526662,-60.9637349482236,19,"1","0","0.1"
"20",-57.6650637650424,-60.8484040795697,20,"1","0","0.1"
"21",-58.1340223063963,-60.4815626328011,21,"1","0","0.1"
"22",-58.507838875273,-60.595208328308,22,"1","0","0.1"
"23",-58.7362683056226,-60.4104848463082,23,"1","0","0.1"
"24",-59.1115335422163,-60.5221505328635,24,"1","0","0.1"
"25",-59.3354354195201,-60.3363154740992,25,"1","0","0.1"
"26",-59.712047009334,-60.4459986232934,26,"1","0","0.1"
"27",-59.9314171781376,-60.2590819703234,27,"1","0","0.1"
"28",-60.3092734879832,-60.3667808936878,28,"1","0","0.1"
"29",-60.5241109967543,-60.1788126409703,29,"1","0","0.1"
"30",-60.903111200472,-60.2845264778506,30,"1","0","0.1"
"31",-61.1134182330893,-60.0955366032839,31,"1","0","0.1"
"32",-61.4934624320076,-60.1992653075731,32,"1","0","0.1"
"33",-61.6992442339936,-60.0092837448293,33,"1","0","0.1"
"34",-62.0802335718914,-60.111028070632,34,"1","0","0.1"
"35",-62.2814983718167,-59.920084682334,35,"1","0","0.1"
"36",-62.663335144186,-60.0198461686315,36,"1","0","0.1"
"37",-63.0542515714952,-59.635927017269,37,"1","0","0.1"
"38",-63.8181924685568,-59.8287772919058,38,"1","0","0.1"
"39",-63.627863176455,-60.022284275083,39,"1","0","0.1"
"40",-64.0156294088147,-60.1175536279748,40,"1","0","0.1"
"41",-63.8247100182401,-60.3116407849652,41,"1","0","0.1"
"42",-64.2170951769787,-60.4063585890428,42,"1","0","0.1"
"43",-64.0256060375687,-60.6010288959628,43,"1","0","0.1"
"44",-64.8224645703652,-60.7880057566999,44,"1","0","0.1"
"45",-64.6325955375304,-60.9839940989951,45,"1","0","0.1"
"46",-65.8544580395783,-61.256565131502,46,"1","0","0.1"
"47",-66.0375110254218,-61.0584194954595,47,"1","0","0.1"
"48",-67.6937949450924,-61.3995692334709,48,"1","0","0.1"
"49",-67.5205656028969,-61.6004915694973,49,"1","0","0.1"
"50",-68.3691131634821,-61.7638211260032,50,"1","0","0.1"
"51",-68.1985905136482,-61.9660203850535,51,"1","0","0.1"
"52",-68.6293777306568,-62.0461399012312,52,"1","0","0.1"
"53",-68.4590240814616,-62.2489434771314,53,"1","0","0.1"
"54",-68.8951614150704,-62.3282257226949,54,"1","0","0.1"
"55",-68.7250300282933,-62.5316354514878,55,"1","0","0.1"
"56",-70.506938088849,-62.8359390228678,56,"1","0","0.1"
"57",-70.6651914621736,-62.6299269169457,57,"1","0","0.1"
"58",-77.6309384740745,-63.5278133749214,58,"1","0","0.1"
"59",-77.5248902877911,-63.7419048679129,59,"1","0","0.1"
"60",-78.0091650209608,-63.7883797731443,60,"1","0","0.1"
"61",-77.7995312726192,-64.2177114597451,61,"1","0","0.1"
"62",-79.7860270149295,-64.3886122097921,62,"1","0","0.1"
"63",-79.8753283446022,-64.1722896819842,63,"1","0","0.1"
"64",-80.3718438715133,-64.2099736937045,64,"1","0","0.1"
"65",-80.4554744344419,-63.9934168625875,65,"1","0","0.1"
"66",-82.438571572333,-64.1240677896745,66,"1","0","0.1"
"67",-82.3718503314193,-64.3418751599183,67,"1","0","0.1"
"68",-83.379223917685,-64.3964110991781,68,"1","0","0.1"
"69",-83.3201139367775,-64.6148954932677,69,"1","0","0.1"
"70",-83.8298249049704,-64.6395218008334,70,"1","0","0.1"
"71",-83.7741709355742,-64.8584021059003,71,"1","0","0.1"
"72",-85.3225821411182,-64.9211922167459,72,"1","0","0.1"
"73",-85.2798630689564,-65.1408515103662,73,"1","0","0.1"
"74",-88.9488192504563,-65.21860340389,74,"1","0","0.1"
"75",-88.95837332399,-64.9981767342647,75,"1","0","0.1"
"76",-89.4791436254981,-65.0011815285339,76,"1","0","0.1"
"77",-89.4838357702352,-64.7809057570139,77,"1","0","0.1"
"78",-90.5161642297648,-64.7809057570139,78,"1","0","0.1"
"79",-90.511555866587,-64.5608122931124,79,"1","0","0.1"
"80",-90.8176597139311,-64.5592850764633,80,"1","0","0.1"
