"","long","lat","order","piece","id","group"
"1",-46.4228009487627,-59.7909192311569,1,"1","0","0.1"
"2",-46.5154079000221,-59.8352307823444,2,"1","0","0.1"
"3",-46.8087393224921,-59.6783898203141,3,"1","0","0.1"
"4",-47.1210963966615,-59.8255511589961,4,"1","0","0.1"
"5",-47.6978056333163,-59.5081625424913,5,"1","0","0.1"
"6",-48.0127875041833,-59.6527434782206,6,"1","0","0.1"
"7",-48.2961159725463,-59.4922366117642,7,"1","0","0.1"
"8",-48.6138807520036,-59.635126508777,8,"1","0","0.1"
"9",-48.8937075550971,-59.4731385150874,9,"1","0","0.1"
"10",-50.1944289077348,-60.032852109353,10,"1","0","0.1"
"11",-50.4690949701119,-59.866714963236,11,"1","0","0.1"
"12",-51.8182145716519,-60.4088342622134,12,"1","0","0.1"
"13",-52.0868954100737,-60.2385808650114,13,"1","0","0.1"
"14",-53.130102354156,-60.6326498870691,14,"1","0","0.1"
"15",-53.3929251873925,-60.4592258651241,15,"1","0","0.1"
"16",-54.1026224882919,-60.7152190426695,16,"1","0","0.1"
"17",-54.3601908019133,-60.5395654565335,17,"1","0","0.1"
"18",-55.813877513625,-61.035560668072,18,"1","0","0.1"
"19",-55.5610106911964,-61.2147628611744,19,"1","0","0.1"
"20",-57.0721373468359,-61.6967932375033,20,"1","0","0.1"
"21",-57.3194452566366,-61.5140569521171,21,"1","0","0.1"
"22",-61.3138524262606,-62.6263127142997,1,"1","1","1.1"
"23",-61.0845756583733,-62.8177161285522,2,"1","1","1.1"
"24",-61.504361381755,-62.9226899770496,3,"1","1","1.1"
"25",-61.2738693346956,-63.114672332262,4,"1","1","1.1"
"26",-62.1280474735967,-63.3221904669232,5,"1","1","1.1"
"27",-61.8986486940382,-63.515612289679,6,"1","1","1.1"
"28",-63.2128732702285,-63.8187813795339,7,"1","1","1.1"
"29",-62.9873346520615,-64.014501058169,8,"1","1","1.1"
"30",-63.434948822922,-64.1134726348341,9,"1","1","1.1"
"31",-68.1985905136482,-66.7003256182951,1,"1","2","2.1"
"32",-68.4046895510323,-66.4943829858625,2,"1","2","2.1"
"33",-67.8905516562483,-66.4119228151571,3,"1","2","2.1"
"34",-68.4985656759521,-65.795621090034,4,"1","2","2.1"
"35",-67.9993016494594,-65.7137284908538,5,"1","2","2.1"
"36",-68.3944727573615,-65.3037370766507,6,"1","2","2.1"
"37",-67.9057696584172,-65.2216382420302,7,"1","2","2.1"
"38",-68.101807194361,-65.0172139612772,8,"1","2","2.1"
"39",-67.6198649480404,-64.9341709419414,9,"1","2","2.1"
"40",-67.81598665473,-64.7303797918664,10,"1","2","2.1"
"41",-67.3406479599941,-64.6464220032606,11,"1","2","2.1"
"42",-67.7297320799447,-64.2399722006302,12,"1","2","2.1"
"43",-67.2639951174186,-64.155882797805,13,"1","2","2.1"
"44",-67.8336541779175,-63.547536372521,14,"1","2","2.1"
"45",-69.2117543109697,-63.7883797731443,15,"1","2","2.1"
"46",-69.3863711018014,-63.5832682709553,16,"1","2","2.1"
"47",-70.3128838018741,-63.7343260096524,17,"1","2","2.1"
"48",-70.4782697240798,-63.5278133749214,18,"1","2","2.1"
"49",-72.8240963842533,-63.8730338697073,19,"1","2","2.1"
"50",-72.675910460029,-64.0826782836935,20,"1","2","2.1"
"51",-75.5933148435631,-64.4432609470915,21,"1","2","2.1"
"52",-75.7189042640292,-64.2302909419376,22,"1","2","2.1"
"53",-78.6900675259798,-64.5225409051069,23,"1","2","2.1"
"54",-78.7893668711233,-64.3068854722097,24,"1","2","2.1"
"55",-79.7860270149295,-64.3886122097921,25,"1","2","2.1"
"56",-79.8753283446022,-64.1722896819842,26,"1","2","2.1"
"57",-81.869897645844,-64.3117419265353,27,"1","2","2.1"
"58",-81.7241071729248,-64.7472091217995,28,"1","2","2.1"
"59",-82.2348339815747,-64.7779304838839,29,"1","2","2.1"
"60",-82.0928372970415,-65.2145576017275,30,"1","2","2.1"
"61",-82.6139568487327,-65.2439064790869,31,"1","2","2.1"
"62",-82.5457011872515,-65.4627216136739,32,"1","2","2.1"
"63",-83.6010433726311,-65.5159735424639,33,"1","2","2.1"
"64",-83.5411836212813,-65.7354672870104,34,"1","2","2.1"
"65",-86.7602997038979,-65.8476121103335,35,"1","2","2.1"
"66",-86.790513682208,-65.6269899156569,36,"1","2","2.1"
"67",-87.3245733439709,-65.6383288969479,37,"1","2","2.1"
"68",-87.2993706626047,-65.8590669080745,38,"1","2","2.1"
"69",-87.8389205117736,-65.8684435285298,39,"1","2","2.1"
"70",-87.8183585964485,-66.0894489142065,40,"1","2","2.1"
"71",-90.8721622044567,-66.1036086548624,41,"1","2","2.1"
