"","long","lat","order","hole","piece","id","group"
"1",-28.4453774376577,-66.112653785128,1,FALSE,"1","0","0.1"
"2",-28.523118606312,-66.1706692300578,2,FALSE,"1","0","0.1"
"3",-29.0016994238881,-66.064196207615,3,FALSE,"1","0","0.1"
"4",-29.2679952148927,-66.2575036885819,4,FALSE,"1","0","0.1"
"5",-30.2172739573843,-66.0379228229431,5,FALSE,"1","0","0.1"
"6",-30.4933584024757,-66.2288728895346,6,FALSE,"1","0","0.1"
"7",-31.4295656148385,-66.0011939153084,7,FALSE,"1","0","0.1"
"8",-31.7151335150978,-66.1897002752026,8,FALSE,"1","0","0.1"
"9",-32.1786562066011,-66.0726104783592,9,FALSE,"1","0","0.1"
"10",-32.7684990787698,-66.4461530588136,10,FALSE,"1","0","0.1"
"11",-32.3004155104026,-66.5653195117681,11,FALSE,"1","0","0.1"
"12",-32.6003335736902,-66.752398895338,12,FALSE,"1","0","0.1"
"13",-29.6730821120778,-67.4414653114265,13,FALSE,"1","0","0.1"
"14",-29.3890114663204,-67.2481173548528,14,FALSE,"1","0","0.1"
"15",-28.8865817669107,-67.3563022961257,15,FALSE,"1","0","0.1"
"16",-28.3391320358959,-66.9663846857732,16,FALSE,"1","0","0.1"
"17",-27.8380811971347,-67.0708972454731,17,FALSE,"1","0","0.1"
"18",-27.3156079734423,-66.6775840514942,18,FALSE,"1","0","0.1"
"19",-26.8163468442869,-66.7784840333619,19,FALSE,"1","0","0.1"
"20",-26.565051177078,-66.5803972983376,20,FALSE,"1","0","0.1"
"21",-25.0509778164429,-66.8700385168944,21,FALSE,"1","0","0.1"
"22",-24.9799112829433,-66.8100783738213,22,FALSE,"1","0","0.1"
"23",-15.0959702476194,-68.1943044831395,23,FALSE,"1","0","0.1"
"24",-18.5953190212436,-72.1220774203534,24,FALSE,"1","0","0.1"
"25",-18.6669142742202,-72.1146611746228,25,FALSE,"1","0","0.1"
"26",-19.1481374579396,-72.5414213144781,26,FALSE,"1","0","0.1"
"27",-20.5560452195835,-72.3881659056548,27,FALSE,"1","0","0.1"
"28",-20.8208928533108,-72.5992611587766,28,FALSE,"1","0","0.1"
"29",-21.5226001079071,-72.5177508168683,29,FALSE,"1","0","0.1"
"30",-21.8014094863518,-72.727530836125,30,FALSE,"1","0","0.1"
"31",-23.1985905136482,-72.5547509317631,31,FALSE,"1","0","0.1"
"32",-24.1209831194426,-73.175394565232,32,FALSE,"1","0","0.1"
"33",-24.8293465881496,-73.0817574664181,33,FALSE,"1","0","0.1"
"34",-25.1593019160317,-73.2866298858653,34,FALSE,"1","0","0.1"
"35",-25.8663567940945,-73.1892565013282,35,FALSE,"1","0","0.1"
"36",-26.2113780178315,-73.3924074156143,36,FALSE,"1","0","0.1"
"37",-26.9165546169513,-73.2912816506943,37,FALSE,"1","0","0.1"
"38",-28.4126614430726,-74.0931392455091,38,FALSE,"1","0","0.1"
"39",-27.6810615684853,-74.1996707273178,39,FALSE,"1","0","0.1"
"40",-28.072486935853,-74.4000164555533,40,FALSE,"1","0","0.1"
"41",-27.3238913013465,-74.5054038584273,41,FALSE,"1","0","0.1"
"42",-28.1237353832888,-74.9070392638097,42,FALSE,"1","0","0.1"
"43",-27.3498757800699,-75.0126827105137,43,FALSE,"1","0","0.1"
"44",-27.75854060106,-75.2139905055081,44,FALSE,"1","0","0.1"
"45",-26.9657144328701,-75.3183880797042,45,FALSE,"1","0","0.1"
"46",-27.3777027713317,-75.5205267705713,46,FALSE,"1","0","0.1"
"47",-26.565051177078,-75.6236139256904,47,FALSE,"1","0","0.1"
"48",-27.4075754378184,-76.0289173444919,48,FALSE,"1","0","0.1"
"49",-28.2374455381673,-75.9227426768299,49,FALSE,"1","0","0.1"
"50",-30.6186054089094,-76.914479367095,50,FALSE,"1","0","0.1"
"51",-31.476839349584,-76.7969473484435,51,FALSE,"1","0","0.1"
"52",-32.5500034921934,-77.1835110529088,52,FALSE,"1","0","0.1"
"53",-33.4078245897089,-77.0594033785336,53,FALSE,"1","0","0.1"
"54",-36.4308581201624,-77.9951600099735,54,FALSE,"1","0","0.1"
"55",-38.9909940425055,-77.5761661884881,55,FALSE,"1","0","0.1"
"56",-39.6678411183404,-77.7527036631715,56,FALSE,"1","0","0.1"
"57",-40.4860115419987,-77.6057620408105,57,FALSE,"1","0","0.1"
"58",-43.4088597288054,-78.285296164259,58,FALSE,"1","0","0.1"
"59",-44.2151753970081,-78.1271425211414,59,FALSE,"1","0","0.1"
"60",-45,-78.2897829703295,60,FALSE,"1","0","0.1"
"61",-50.7105931374996,-76.9345083827791,61,FALSE,"1","0","0.1"
"62",-51.4993462796546,-77.0776369533972,62,FALSE,"1","0","0.1"
"63",-52.7335980990229,-76.7178762116706,63,FALSE,"1","0","0.1"
"64",-53.5307656099481,-76.8545815577351,64,FALSE,"1","0","0.1"
"65",-55.2440874464586,-76.299046068162,65,FALSE,"1","0","0.1"
