"","long","lat","order","piece","id","group"
"1",-43.9577603166187,-61.0186662033981,1,"1","0","0.1"
"2",-44.0504331435642,-61.0651965326262,2,"1","0","0.1"
"3",-44.3704013915897,-60.9140013237137,3,"1","0","0.1"
"4",-44.683451952727,-61.0685857465172,4,"1","0","0.1"
"5",-45.3130885750207,-60.7620459131359,5,"1","0","0.1"
"6",-45.6295986084103,-60.9140013237137,6,"1","0","0.1"
"7",-45.9391909457356,-60.7586982223932,7,"1","0","0.1"
"8",-46.2590452071753,-60.9089492368744,8,"1","0","0.1"
"9",-46.5650690855923,-60.7520041876766,9,"1","0","0.1"
"10",-46.8881880067409,-60.9005313721972,10,"1","0","0.1"
"11",-47.4895529219992,-60.5827402344769,11,"1","0","0.1"
"12",-47.8155566842112,-60.7285891908501,12,"1","0","0.1"
"13",-48.6913859864513,-60.2443194975067,13,"1","0","0.1"
"14",-49.0195824878375,-60.386561964861,14,"1","0","0.1"
"15",-49.304468960508,-60.223011143601,15,"1","0","0.1"
"16",-49.9697407281103,-60.5030908992841,16,"1","0","0.1"
"17",-50.250272729733,-60.3371383797703,17,"1","0","0.1"
"18",-50.9275041923902,-60.611842110958,18,"1","0","0.1"
"19",-51.2034479016918,-60.4435192900052,19,"1","0","0.1"
"20",-51.8924231224851,-60.7127129363157,20,"1","0","0.1"
"21",-52.1635474658324,-60.5420542897725,21,"1","0","0.1"
"22",-55.4207123967945,-61.6959239566897,22,"1","0","0.1"
"23",-55.6789471965351,-61.5166455556901,23,"1","0","0.1"
"24",-56.8214883406073,-61.8791573078498,24,"1","0","0.1"
"25",-57.0721373468359,-61.6967932375033,25,"1","0","0.1"
"26",-58.3924977537511,-62.3460780430867,1,"1","1","1.1"
"27",-59.1985540238632,-62.5721653854852,2,"1","1","1.1"
"28",-58.9545091731369,-62.7594968756639,3,"1","1","1.1"
"29",-59.3645824496972,-62.8715140717884,4,"1","1","1.1"
"30",-59.1189213030564,-63.0593974102073,5,"1","1","1.1"
"31",-59.5344550805401,-63.1710021461412,6,"1","1","1.1"
"32",-59.0362434679265,-63.547536372521,7,"1","1","1.1"
"33",-76.2930389959202,-70.6983776615163,1,"1","2","2.1"
"34",-76.6075022462489,-70.2620571520557,2,"1","2","2.1"
"35",-77.9052429229879,-70.3610178424258,3,"1","2","2.1"
"36",-77.7638884905837,-70.5803780799266,4,"1","2","2.1"
"37",-78.4248111826038,-70.6266903200433,5,"1","2","2.1"
"38",-78.2875276889125,-70.8466397903056,6,"1","2","2.1"
"39",-79.6336773965495,-70.9326864766408,7,"1","2","2.1"
"40",-79.7559125535414,-70.7116844919219,8,"1","2","2.1"
"41",-81.098283967108,-70.7863855698517,9,"1","2","2.1"
"42",-81.3044971225752,-70.3427479416589,10,"1","2","2.1"
"43",-82.6262336386698,-70.4054639291674,11,"1","2","2.1"
"44",-82.7110476763899,-70.1830130385857,12,"1","2","2.1"
"45",-84.6854543300553,-70.2568634869334,13,"1","2","2.1"
"46",-84.7461972487377,-70.0336296332631,14,"1","2","2.1"
"47",-86.0548137709624,-70.069577169971,15,"1","2","2.1"
"48",-86.0995062576181,-69.8460396282956,16,"1","2","2.1"
"49",-86.7480543996361,-69.8600116850318,17,"1","2","2.1"
"50",-86.7845160082518,-69.636445817559,18,"1","2","2.1"
"51",-88.069412558833,-69.6565459670155,19,"1","2","2.1"
"52",-88.0908475670036,-69.4328865628545,20,"1","2","2.1"
"53",-88.7269699799433,-69.4390982699606,21,"1","2","2.1"
"54",-88.7409547928247,-69.2155160650431,22,"1","2","2.1"
"55",-90,-69.2204289171197,23,"1","2","2.1"
"56",-90,-68.9969426938831,24,"1","2","2.1"
"57",-90.9953792552833,-68.9938406893421,25,"1","2","2.1"
