"","long","lat","order","piece","id","group"
"1",-41.6725957582734,-62.40866605863,1,"1","0","0.1"
"2",-41.9872124958167,-62.571263971593,2,"1","0","0.1"
"3",-42.3369992339329,-62.424786586547,3,"1","0","0.1"
"4",-42.978635059644,-62.7458723909054,4,"1","0","0.1"
"5",-44.3414568224364,-62.1433435796019,5,"1","0","0.1"
"6",-44.0178828367758,-61.9871250682801,6,"1","0","0.1"
"7",-45,-61.5295926780909,7,"1","0","0.1"
"8",-45.3237015249202,-61.6828884606163,8,"1","0","0.1"
"9",-45.6437457141754,-61.5278659996584,9,"1","0","0.1"
"10",-45.3200848237817,-61.3755344300216,10,"1","0","0.1"
"11",-45.9495668564358,-61.0651965326262,11,"1","0","0.1"
"12",-45.6295986084103,-60.9140013237137,12,"1","0","0.1"
"13",-46.2453642667683,-60.6026921637078,13,"1","0","0.1"
"14",-46.5650690855923,-60.7520041876766,14,"1","0","0.1"
"15",-47.4628166759169,-60.2771367203967,15,"1","0","0.1"
"16",-47.7851664221144,-60.4228676794893,16,"1","0","0.1"
"17",-48.0774553994244,-60.2623636920213,17,"1","0","0.1"
"18",-48.4027697710618,-60.4063585890428,18,"1","0","0.1"
"19",-48.6913859864513,-60.2443194975067,19,"1","0","0.1"
"20",-50.7105931374996,-61.0846908485238,20,"1","0","0.1"
"21",-50.992527447879,-60.9165277521072,21,"1","0","0.1"
"22",-54.6252481561239,-62.2311631765942,22,"1","0","0.1"
"23",-54.3529792500932,-62.40866605863,23,"1","0","0.1"
"24",-54.7369882704027,-62.5352353254079,24,"1","0","0.1"
"25",-54.4623222080256,-62.7132055021853,25,"1","0","0.1"
"26",-55.2440874464586,-62.9648104391659,26,"1","0","0.1"
"27",-54.9683561704738,-63.1442055422059,27,"1","0","0.1"
"28",-56.5834186046871,-63.6369695951865,28,"1","0","0.1"
"29",-42.6467031338917,-78.1182968027569,1,"1","1","1.1"
"30",-43.451842301022,-77.9623967967055,2,"1","1","1.1"
"31",-42.7093899573615,-77.7956359935837,3,"1","1","1.1"
"32",-43.492564241225,-77.639675262997,4,"1","1","1.1"
"33",-41.3785152958827,-77.1345343045851,5,"1","1","1.1"
"34",-40.6012946450045,-77.2841098972026,6,"1","1","1.1"
"35",-35.2175929681927,-75.665428997734,7,"1","1","1.1"
"36",-34.4608162713718,-75.7953181843167,8,"1","1","1.1"
"37",-33.4398692057822,-75.4181981469654,9,"1","1","1.1"
"38",-32.6805547433634,-75.54216575091,10,"1","1","1.1"
"39",-31.723602957684,-75.1576883174513,11,"1","1","1.1"
